     tim; pos; vol; res; tur; rat; amp; pow; eAd; eFl; sMs; sKh; 
   35.65; 1; 725; 4.456; 16.39; 0.354; 57.596; 41757.1; 279.285; 951380.792; 7.537; 27.133; 
   35.67; 1; 725; 4.456; 16.393; 0.354; 57.596; 41757.1; 279.285; 951660.077; 7.538; 27.137; 
   35.68; 1; 725; 4.456; 16.395; 0.354; 57.596; 41757.1; 279.285; 951939.362; 7.539; 27.14; 
   35.70; 1; 725; 4.456; 16.398; 0.354; 57.596; 41757.1; 279.285; 952218.647; 7.54; 27.144; 
   35.72; 1; 725; 4.456; 16.4; 0.354; 57.596; 41757.1; 279.285; 952497.932; 7.541; 27.148; 
   35.73; 1; 725; 4.456; 16.402; 0.354; 57.596; 41757.1; 279.285; 952777.217; 7.542; 27.151; 
   35.75; 1; 725; 4.456; 16.405; 0.354; 57.596; 41757.1; 279.285; 953056.502; 7.543; 27.155; 
   35.77; 1; 725; 4.456; 16.407; 0.354; 57.596; 41757.1; 279.285; 953335.787; 7.544; 27.158; 
   35.78; 1; 725; 4.456; 16.41; 0.354; 57.596; 41757.1; 279.285; 953615.072; 7.545; 27.162; 
   35.80; 1; 725; 4.456; 16.412; 0.354; 57.596; 41757.1; 279.285; 953894.357; 7.546; 27.166; 
   35.82; 1; 725; 4.456; 16.414; 0.354; 57.596; 41757.1; 279.285; 954173.642; 7.548; 27.173; 
   35.83; 1; 725; 4.456; 16.417; 0.354; 57.596; 41757.1; 279.285; 954452.927; 7.549; 27.176; 
   35.85; 1; 725; 4.456; 16.419; 0.354; 57.596; 41757.1; 279.285; 954732.212; 7.55; 27.18; 
   35.87; 1; 725; 4.456; 16.422; 0.354; 57.596; 41757.1; 279.285; 955011.497; 7.551; 27.184; 
   35.88; 1; 725; 4.456; 16.424; 0.354; 57.596; 41757.1; 279.285; 955290.782; 7.552; 27.187; 
   35.90; 1; 725; 4.456; 16.426; 0.354; 57.596; 41757.1; 279.285; 955570.067; 7.553; 27.191; 
   35.92; 1; 725; 4.456; 16.429; 0.354; 57.596; 41757.1; 279.285; 955849.352; 7.554; 27.194; 
   35.93; 1; 725; 4.456; 16.431; 0.354; 57.596; 41757.1; 279.285; 956128.637; 7.555; 27.198; 
   35.95; 1; 725; 4.456; 16.434; 0.354; 57.596; 41757.1; 279.285; 956407.922; 7.556; 27.202; 
   35.97; 1; 725; 4.456; 16.436; 0.354; 57.596; 41757.1; 279.285; 956687.207; 7.557; 27.205; 
   35.98; 1; 725; 4.456; 16.438; 0.354; 57.596; 41757.1; 279.285; 956966.492; 7.559; 27.212; 
   36.00; 1; 725; 4.456; 16.441; 0.354; 57.596; 41757.1; 279.285; 957245.777; 7.56; 27.216; 
   36.02; 1; 725; 4.456; 16.443; 0.354; 57.596; 41757.1; 279.285; 957525.062; 7.561; 27.22; 
   36.03; 1; 725; 4.456; 16.446; 0.354; 57.596; 41757.1; 279.285; 957804.347; 7.562; 27.223; 
   36.05; 1; 725; 4.456; 16.448; 0.354; 57.596; 41757.1; 279.285; 958083.632; 7.563; 27.227; 
   36.07; 1; 725; 4.456; 16.45; 0.354; 57.596; 41757.1; 279.285; 958362.917; 7.564; 27.23; 
   36.08; 1; 725; 4.456; 16.453; 0.354; 57.596; 41757.1; 279.285; 958642.202; 7.565; 27.234; 
   36.10; 1; 725; 4.456; 16.455; 0.354; 57.596; 41757.1; 279.285; 958921.487; 7.566; 27.238; 
   36.12; 1; 725; 4.456; 16.458; 0.354; 57.596; 41757.1; 279.285; 959200.772; 7.567; 27.241; 
   36.13; 1; 725; 4.456; 16.46; 0.353; 57.434; 41639.65; 277.328; 959478.1; 7.569; 27.248; 
   36.15; 1; 725; 4.456; 16.462; 0.353; 57.434; 41639.65; 277.328; 959755.428; 7.57; 27.252; 
   36.17; 1; 725; 4.456; 16.465; 0.353; 57.434; 41639.65; 277.328; 960032.756; 7.571; 27.256; 
   36.18; 1; 725; 4.456; 16.467; 0.353; 57.434; 41639.65; 277.328; 960310.084; 7.572; 27.259; 
   36.20; 1; 725; 4.456; 16.47; 0.353; 57.434; 41639.65; 277.328; 960587.412; 7.573; 27.263; 
   36.22; 1; 725; 4.456; 16.472; 0.353; 57.434; 41639.65; 277.328; 960864.74; 7.574; 27.266; 
   36.23; 1; 725; 4.456; 16.474; 0.353; 57.434; 41639.65; 277.328; 961142.068; 7.575; 27.27; 
   36.25; 1; 725; 4.456; 16.477; 0.353; 57.434; 41639.65; 277.328; 961419.396; 7.576; 27.274; 
   36.27; 1; 725; 4.456; 16.479; 0.353; 57.434; 41639.65; 277.328; 961696.724; 7.577; 27.277; 
   36.28; 1; 725; 4.456; 16.481; 0.353; 57.434; 41639.65; 277.328; 961974.052; 7.578; 27.281; 
   36.30; 1; 725; 4.456; 16.484; 0.353; 57.434; 41639.65; 277.328; 962251.38; 7.579; 27.284; 
   36.32; 1; 725; 4.456; 16.486; 0.353; 57.434; 41639.65; 277.328; 962528.708; 7.581; 27.292; 
   36.33; 1; 725; 4.456; 16.489; 0.353; 57.434; 41639.65; 277.328; 962806.036; 7.582; 27.295; 
   36.35; 1; 725; 4.456; 16.491; 0.353; 57.434; 41639.65; 277.328; 963083.364; 7.583; 27.299; 
   36.37; 1; 725; 4.456; 16.493; 0.353; 57.434; 41639.65; 277.328; 963360.692; 7.584; 27.302; 
   36.38; 1; 725; 4.456; 16.496; 0.353; 57.434; 41639.65; 277.328; 963638.02; 7.585; 27.306; 
   36.40; 1; 725; 4.456; 16.498; 0.353; 57.434; 41639.65; 277.328; 963915.348; 7.586; 27.31; 
   36.42; 1; 725; 4.456; 16.5; 0.353; 57.434; 41639.65; 277.328; 964192.676; 7.587; 27.313; 
   36.43; 1; 725; 4.456; 16.503; 0.353; 57.434; 41639.65; 277.328; 964470.004; 7.588; 27.317; 
   36.45; 1; 725; 4.456; 16.505; 0.353; 57.434; 41639.65; 277.328; 964747.332; 7.589; 27.32; 
   36.47; 1; 725; 4.456; 16.508; 0.353; 57.434; 41639.65; 277.328; 965024.66; 7.59; 27.324; 
   36.48; 1; 725; 4.456; 16.51; 0.353; 57.434; 41639.65; 277.328; 965301.988; 7.591; 27.328; 
   36.50; 1; 725; 4.456; 16.512; 0.353; 57.434; 41639.65; 277.328; 965579.316; 7.593; 27.335; 
   36.52; 1; 725; 4.456; 16.515; 0.353; 57.434; 41639.65; 277.328; 965856.644; 7.594; 27.338; 
   36.53; 1; 725; 4.456; 16.517; 0.353; 57.434; 41639.65; 277.328; 966133.972; 7.595; 27.342; 
   36.55; 1; 725; 4.456; 16.519; 0.353; 57.434; 41639.65; 277.328; 966411.3; 7.596; 27.346; 
   36.57; 1; 725; 4.456; 16.522; 0.353; 57.434; 41639.65; 277.328; 966688.628; 7.597; 27.349; 
   36.58; 1; 725; 4.456; 16.524; 0.353; 57.434; 41639.65; 277.328; 966965.956; 7.598; 27.353; 
   36.60; 1; 725; 4.456; 16.527; 0.353; 57.434; 41639.65; 277.328; 967243.284; 7.599; 27.356; 
   36.62; 1; 725; 4.456; 16.529; 0.353; 57.434; 41639.65; 277.328; 967520.612; 7.6; 27.36; 
   36.63; 1; 725; 4.456; 16.531; 0.353; 57.434; 41639.65; 277.328; 967797.94; 7.601; 27.364; 
   36.65; 1; 725; 4.456; 16.534; 0.352; 57.271; 41521.475; 275.358; 968073.298; 7.602; 27.367; 
   36.67; 1; 725; 4.456; 16.536; 0.352; 57.271; 41521.475; 275.358; 968348.656; 7.603; 27.371; 
   36.68; 1; 725; 4.456; 16.538; 0.352; 57.271; 41521.475; 275.358; 968624.014; 7.604; 27.374; 
   36.70; 1; 725; 4.456; 16.541; 0.352; 57.271; 41521.475; 275.358; 968899.372; 7.606; 27.382; 
   36.72; 1; 725; 4.456; 16.543; 0.352; 57.271; 41521.475; 275.358; 969174.73; 7.607; 27.385; 
   36.73; 1; 725; 4.456; 16.545; 0.352; 57.271; 41521.475; 275.358; 969450.088; 7.608; 27.389; 
   36.75; 1; 725; 4.456; 16.548; 0.352; 57.271; 41521.475; 275.358; 969725.446; 7.609; 27.392; 
   36.77; 1; 725; 4.456; 16.55; 0.352; 57.271; 41521.475; 275.358; 970000.804; 7.61; 27.396; 
   36.78; 1; 725; 4.456; 16.552; 0.352; 57.271; 41521.475; 275.358; 970276.162; 7.611; 27.4; 
   36.80; 1; 725; 4.456; 16.555; 0.352; 57.271; 41521.475; 275.358; 970551.52; 7.612; 27.403; 
   36.82; 1; 725; 4.456; 16.557; 0.352; 57.271; 41521.475; 275.358; 970826.878; 7.613; 27.407; 
   36.83; 1; 725; 4.456; 16.559; 0.352; 57.271; 41521.475; 275.358; 971102.236; 7.614; 27.41; 
   36.85; 1; 725; 4.456; 16.562; 0.352; 57.271; 41521.475; 275.358; 971377.594; 7.615; 27.414; 
   36.87; 1; 725; 4.456; 16.564; 0.352; 57.271; 41521.475; 275.358; 971652.952; 7.616; 27.418; 
   36.88; 1; 725; 4.456; 16.567; 0.352; 57.271; 41521.475; 275.358; 971928.31; 7.617; 27.421; 
   36.90; 1; 725; 4.456; 16.569; 0.352; 57.271; 41521.475; 275.358; 972203.668; 7.619; 27.428; 
   36.92; 1; 725; 4.456; 16.571; 0.352; 57.271; 41521.475; 275.358; 972479.026; 7.62; 27.432; 
   36.93; 1; 725; 4.456; 16.574; 0.352; 57.271; 41521.475; 275.358; 972754.384; 7.621; 27.436; 
   36.95; 1; 725; 4.456; 16.576; 0.352; 57.271; 41521.475; 275.358; 973029.742; 7.622; 27.439; 
   36.97; 1; 725; 4.456; 16.578; 0.352; 57.271; 41521.475; 275.358; 973305.1; 7.623; 27.443; 
   36.98; 1; 725; 4.456; 16.581; 0.352; 57.271; 41521.475; 275.358; 973580.458; 7.624; 27.446; 
   37.00; 1; 725; 4.456; 16.583; 0.352; 57.271; 41521.475; 275.358; 973855.816; 7.625; 27.45; 
   37.02; 1; 725; 4.456; 16.585; 0.352; 57.271; 41521.475; 275.358; 974131.174; 7.626; 27.454; 
   37.03; 1; 725; 4.456; 16.588; 0.352; 57.271; 41521.475; 275.358; 974406.532; 7.627; 27.457; 
   37.05; 1; 725; 4.456; 16.59; 0.352; 57.271; 41521.475; 275.358; 974681.89; 7.628; 27.461; 
   37.07; 1; 725; 4.456; 16.592; 0.352; 57.271; 41521.475; 275.358; 974957.248; 7.629; 27.464; 
   37.08; 1; 725; 4.456; 16.595; 0.352; 57.271; 41521.475; 275.358; 975232.606; 7.63; 27.468; 
   37.10; 1; 725; 4.456; 16.597; 0.352; 57.271; 41521.475; 275.358; 975507.964; 7.631; 27.472; 
   37.12; 1; 725; 4.456; 16.599; 0.352; 57.271; 41521.475; 275.358; 975783.322; 7.633; 27.479; 
   37.13; 1; 725; 4.456; 16.602; 0.352; 57.271; 41521.475; 275.358; 976058.68; 7.634; 27.482; 
   37.15; 1; 725; 4.456; 16.604; 0.352; 57.271; 41521.475; 275.358; 976334.038; 7.635; 27.486; 
   37.17; 1; 725; 4.456; 16.606; 0.351; 57.108; 41403.3; 273.388; 976607.426; 7.636; 27.49; 
   37.18; 1; 725; 4.456; 16.609; 0.351; 57.108; 41403.3; 273.388; 976880.814; 7.637; 27.493; 
   37.20; 1; 725; 4.456; 16.611; 0.351; 57.108; 41403.3; 273.388; 977154.202; 7.638; 27.497; 
   37.22; 1; 725; 4.456; 16.613; 0.351; 57.108; 41403.3; 273.388; 977427.59; 7.639; 27.5; 
   37.23; 1; 725; 4.456; 16.616; 0.351; 57.108; 41403.3; 273.388; 977700.978; 7.64; 27.504; 
   37.25; 1; 725; 4.456; 16.618; 0.351; 57.108; 41403.3; 273.388; 977974.366; 7.641; 27.508; 
   37.27; 1; 725; 4.456; 16.62; 0.351; 57.108; 41403.3; 273.388; 978247.754; 7.642; 27.511; 
   37.28; 1; 725; 4.456; 16.623; 0.351; 57.108; 41403.3; 273.388; 978521.142; 7.643; 27.515; 
   37.30; 1; 725; 4.456; 16.625; 0.351; 57.108; 41403.3; 273.388; 978794.53; 7.644; 27.518; 
   37.32; 1; 725; 4.456; 16.627; 0.351; 57.108; 41403.3; 273.388; 979067.918; 7.645; 27.522; 
   37.33; 1; 725; 4.456; 16.63; 0.351; 57.108; 41403.3; 273.388; 979341.306; 7.646; 27.526; 
   37.35; 1; 725; 4.456; 16.632; 0.351; 57.108; 41403.3; 273.388; 979614.694; 7.648; 27.533; 
   37.37; 1; 725; 4.456; 16.634; 0.351; 57.108; 41403.3; 273.388; 979888.082; 7.649; 27.536; 
   37.38; 1; 725; 4.456; 16.637; 0.351; 57.108; 41403.3; 273.388; 980161.47; 7.65; 27.54; 
   37.40; 1; 725; 4.456; 16.639; 0.351; 57.108; 41403.3; 273.388; 980434.858; 7.651; 27.544; 
   37.42; 1; 725; 4.456; 16.641; 0.351; 57.108; 41403.3; 273.388; 980708.246; 7.652; 27.547; 
   37.43; 1; 725; 4.456; 16.644; 0.351; 57.108; 41403.3; 273.388; 980981.634; 7.653; 27.551; 
   37.45; 1; 725; 4.456; 16.646; 0.351; 57.108; 41403.3; 273.388; 981255.022; 7.654; 27.554; 
   37.47; 1; 725; 4.456; 16.648; 0.351; 57.108; 41403.3; 273.388; 981528.41; 7.655; 27.558; 
   37.48; 1; 725; 4.456; 16.65; 0.351; 57.108; 41403.3; 273.388; 981801.798; 7.656; 27.562; 
   37.50; 1; 725; 4.456; 16.653; 0.351; 57.108; 41403.3; 273.388; 982075.186; 7.657; 27.565; 
   37.52; 1; 725; 4.456; 16.655; 0.351; 57.108; 41403.3; 273.388; 982348.574; 7.658; 27.569; 
   37.53; 1; 725; 4.456; 16.657; 0.351; 57.108; 41403.3; 273.388; 982621.962; 7.659; 27.572; 
   37.55; 1; 725; 4.456; 16.66; 0.351; 57.108; 41403.3; 273.388; 982895.35; 7.66; 27.576; 
   37.57; 1; 725; 4.456; 16.662; 0.351; 57.108; 41403.3; 273.388; 983168.738; 7.661; 27.58; 
   37.58; 1; 725; 4.456; 16.664; 0.351; 57.108; 41403.3; 273.388; 983442.126; 7.662; 27.583; 
   37.60; 1; 725; 4.456; 16.667; 0.351; 57.108; 41403.3; 273.388; 983715.514; 7.664; 27.59; 
   37.62; 1; 725; 4.456; 16.669; 0.351; 57.108; 41403.3; 273.388; 983988.902; 7.665; 27.594; 
   37.63; 1; 725; 4.456; 16.671; 0.351; 57.108; 41403.3; 273.388; 984262.29; 7.666; 27.598; 
   37.65; 1; 725; 4.456; 16.674; 0.351; 57.108; 41403.3; 273.388; 984535.678; 7.667; 27.601; 
   37.67; 1; 725; 4.456; 16.676; 0.351; 57.108; 41403.3; 273.388; 984809.066; 7.668; 27.605; 
   37.68; 1; 725; 4.456; 16.678; 0.35; 56.946; 41285.85; 271.431; 985080.497; 7.669; 27.608; 
   37.70; 1; 725; 4.456; 16.681; 0.35; 56.946; 41285.85; 271.431; 985351.928; 7.67; 27.612; 
   37.72; 1; 725; 4.456; 16.683; 0.35; 56.946; 41285.85; 271.431; 985623.359; 7.671; 27.616; 
   37.73; 1; 725; 4.456; 16.685; 0.35; 56.946; 41285.85; 271.431; 985894.79; 7.672; 27.619; 
   37.75; 1; 725; 4.456; 16.687; 0.35; 56.946; 41285.85; 271.431; 986166.221; 7.673; 27.623; 
   37.77; 1; 725; 4.456; 16.69; 0.35; 56.946; 41285.85; 271.431; 986437.652; 7.674; 27.626; 
   37.78; 1; 725; 4.456; 16.692; 0.35; 56.946; 41285.85; 271.431; 986709.083; 7.675; 27.63; 
   37.80; 1; 725; 4.456; 16.694; 0.35; 56.946; 41285.85; 271.431; 986980.514; 7.676; 27.634; 
   37.82; 1; 725; 4.456; 16.697; 0.35; 56.946; 41285.85; 271.431; 987251.945; 7.677; 27.637; 
   37.83; 1; 725; 4.456; 16.699; 0.35; 56.946; 41285.85; 271.431; 987523.376; 7.678; 27.641; 
   37.85; 1; 725; 4.456; 16.701; 0.35; 56.946; 41285.85; 271.431; 987794.807; 7.679; 27.644; 
   37.87; 1; 725; 4.456; 16.704; 0.35; 56.946; 41285.85; 271.431; 988066.238; 7.68; 27.648; 
   37.88; 1; 725; 4.456; 16.706; 0.35; 56.946; 41285.85; 271.431; 988337.669; 7.681; 27.652; 
   37.90; 1; 725; 4.456; 16.708; 0.35; 56.946; 41285.85; 271.431; 988609.1; 7.683; 27.659; 
   37.92; 1; 725; 4.456; 16.71; 0.35; 56.946; 41285.85; 271.431; 988880.531; 7.684; 27.662; 
   37.93; 1; 725; 4.456; 16.713; 0.35; 56.946; 41285.85; 271.431; 989151.962; 7.685; 27.666; 
   37.95; 1; 725; 4.456; 16.715; 0.35; 56.946; 41285.85; 271.431; 989423.393; 7.686; 27.67; 
   37.97; 1; 725; 4.456; 16.717; 0.35; 56.946; 41285.85; 271.431; 989694.824; 7.687; 27.673; 
   37.98; 1; 725; 4.456; 16.72; 0.35; 56.946; 41285.85; 271.431; 989966.255; 7.688; 27.677; 
   38.00; 1; 725; 4.456; 16.722; 0.35; 56.946; 41285.85; 271.431; 990237.686; 7.689; 27.68; 
   38.02; 1; 725; 4.456; 16.724; 0.35; 56.946; 41285.85; 271.431; 990509.117; 7.69; 27.684; 
   38.03; 1; 725; 4.456; 16.726; 0.35; 56.946; 41285.85; 271.431; 990780.548; 7.691; 27.688; 
   38.05; 1; 725; 4.456; 16.729; 0.35; 56.946; 41285.85; 271.431; 991051.979; 7.692; 27.691; 
   38.07; 1; 725; 4.456; 16.731; 0.35; 56.946; 41285.85; 271.431; 991323.41; 7.693; 27.695; 
   38.08; 1; 725; 4.456; 16.733; 0.35; 56.946; 41285.85; 271.431; 991594.841; 7.694; 27.698; 
   38.10; 1; 725; 4.456; 16.736; 0.35; 56.946; 41285.85; 271.431; 991866.272; 7.695; 27.702; 
   38.12; 1; 725; 4.456; 16.738; 0.35; 56.946; 41285.85; 271.431; 992137.703; 7.696; 27.706; 
   38.13; 1; 725; 4.456; 16.74; 0.35; 56.946; 41285.85; 271.431; 992409.134; 7.697; 27.709; 
   38.15; 1; 725; 4.456; 16.743; 0.35; 56.946; 41285.85; 271.431; 992680.565; 7.698; 27.713; 
   38.17; 1; 725; 4.456; 16.745; 0.35; 56.946; 41285.85; 271.431; 992951.996; 7.699; 27.716; 
   38.18; 1; 725; 4.456; 16.747; 0.35; 56.946; 41285.85; 271.431; 993223.427; 7.7; 27.72; 
   38.20; 1; 725; 4.456; 16.749; 0.35; 56.946; 41285.85; 271.431; 993494.858; 7.702; 27.727; 
   38.22; 1; 725; 4.456; 16.752; 0.349; 56.783; 41167.675; 269.461; 993764.319; 7.703; 27.731; 
   38.23; 1; 725; 4.456; 16.754; 0.349; 56.783; 41167.675; 269.461; 994033.78; 7.704; 27.734; 
   38.25; 1; 725; 4.456; 16.756; 0.349; 56.783; 41167.675; 269.461; 994303.241; 7.705; 27.738; 
   38.27; 1; 725; 4.456; 16.758; 0.349; 56.783; 41167.675; 269.461; 994572.702; 7.706; 27.742; 
   38.28; 1; 725; 4.456; 16.761; 0.349; 56.783; 41167.675; 269.461; 994842.163; 7.707; 27.745; 
   38.30; 1; 725; 4.456; 16.763; 0.349; 56.783; 41167.675; 269.461; 995111.624; 7.708; 27.749; 
   38.32; 1; 725; 4.456; 16.765; 0.349; 56.783; 41167.675; 269.461; 995381.085; 7.709; 27.752; 
   38.33; 1; 725; 4.456; 16.768; 0.349; 56.783; 41167.675; 269.461; 995650.546; 7.71; 27.756; 
   38.35; 1; 725; 4.456; 16.77; 0.349; 56.783; 41167.675; 269.461; 995920.007; 7.711; 27.76; 
   38.37; 1; 725; 4.456; 16.772; 0.349; 56.783; 41167.675; 269.461; 996189.468; 7.712; 27.763; 
   38.38; 1; 725; 4.456; 16.774; 0.349; 56.783; 41167.675; 269.461; 996458.929; 7.713; 27.767; 
   38.40; 1; 725; 4.456; 16.777; 0.349; 56.783; 41167.675; 269.461; 996728.39; 7.714; 27.77; 
   38.42; 1; 725; 4.456; 16.779; 0.349; 56.783; 41167.675; 269.461; 996997.851; 7.715; 27.774; 
   38.43; 1; 725; 4.456; 16.781; 0.349; 56.783; 41167.675; 269.461; 997267.312; 7.716; 27.778; 
   38.45; 1; 725; 4.456; 16.783; 0.349; 56.783; 41167.675; 269.461; 997536.773; 7.717; 27.781; 
   38.47; 1; 725; 4.456; 16.786; 0.349; 56.783; 41167.675; 269.461; 997806.234; 7.718; 27.785; 
   38.48; 1; 725; 4.456; 16.788; 0.349; 56.783; 41167.675; 269.461; 998075.695; 7.719; 27.788; 
   38.50; 1; 725; 4.456; 16.79; 0.349; 56.783; 41167.675; 269.461; 998345.156; 7.72; 27.792; 
   38.52; 1; 725; 4.456; 16.793; 0.349; 56.783; 41167.675; 269.461; 998614.617; 7.721; 27.796; 
   38.53; 1; 725; 4.456; 16.795; 0.349; 56.783; 41167.675; 269.461; 998884.078; 7.722; 27.799; 
   38.55; 1; 725; 4.456; 16.797; 0.349; 56.783; 41167.675; 269.461; 999153.539; 7.723; 27.803; 
   38.57; 1; 725; 4.456; 16.799; 0.349; 56.783; 41167.675; 269.461; 999423.0; 7.724; 27.806; 
   38.58; 1; 725; 4.456; 16.802; 0.349; 56.783; 41167.675; 269.461; 999692.461; 7.725; 27.81; 
   38.60; 1; 725; 4.456; 16.804; 0.349; 56.783; 41167.675; 269.461; 999961.922; 7.727; 27.817; 
   38.62; 1; 725; 4.456; 16.806; 0.349; 56.783; 41167.675; 269.461; 1000231.383; 7.728; 27.821; 
   38.63; 1; 725; 4.456; 16.808; 0.349; 56.783; 41167.675; 269.461; 1000500.844; 7.729; 27.824; 
   38.65; 1; 725; 4.456; 16.811; 0.349; 56.783; 41167.675; 269.461; 1000770.305; 7.73; 27.828; 
   38.67; 1; 725; 4.456; 16.813; 0.349; 56.783; 41167.675; 269.461; 1001039.766; 7.731; 27.832; 
   38.68; 1; 725; 4.456; 16.815; 0.349; 56.783; 41167.675; 269.461; 1001309.227; 7.732; 27.835; 
   38.70; 1; 725; 4.456; 16.817; 0.349; 56.783; 41167.675; 269.461; 1001578.688; 7.733; 27.839; 
   38.72; 1; 725; 4.456; 16.82; 0.349; 56.783; 41167.675; 269.461; 1001848.149; 7.734; 27.842; 
   38.73; 1; 725; 4.456; 16.822; 0.349; 56.783; 41167.675; 269.461; 1002117.61; 7.735; 27.846; 
   38.75; 1; 725; 4.456; 16.824; 0.349; 56.783; 41167.675; 269.461; 1002387.071; 7.736; 27.85; 
   38.77; 1; 725; 4.456; 16.826; 0.348; 56.62; 41049.5; 267.492; 1002654.563; 7.737; 27.853; 
   38.78; 1; 725; 4.456; 16.829; 0.348; 56.62; 41049.5; 267.492; 1002922.055; 7.738; 27.857; 
   38.80; 1; 725; 4.456; 16.831; 0.348; 56.62; 41049.5; 267.492; 1003189.547; 7.739; 27.86; 
   38.82; 1; 725; 4.456; 16.833; 0.348; 56.62; 41049.5; 267.492; 1003457.039; 7.74; 27.864; 
   38.83; 1; 725; 4.456; 16.835; 0.348; 56.62; 41049.5; 267.492; 1003724.531; 7.741; 27.868; 
   38.85; 1; 725; 4.456; 16.838; 0.348; 56.62; 41049.5; 267.492; 1003992.023; 7.742; 27.871; 
   38.87; 1; 725; 4.456; 16.84; 0.348; 56.62; 41049.5; 267.492; 1004259.515; 7.743; 27.875; 
   38.88; 1; 725; 4.456; 16.842; 0.348; 56.62; 41049.5; 267.492; 1004527.007; 7.744; 27.878; 
   38.90; 1; 725; 4.456; 16.844; 0.348; 56.62; 41049.5; 267.492; 1004794.499; 7.745; 27.882; 
   38.92; 1; 725; 4.456; 16.847; 0.348; 56.62; 41049.5; 267.492; 1005061.991; 7.746; 27.886; 
   38.93; 1; 725; 4.456; 16.849; 0.348; 56.62; 41049.5; 267.492; 1005329.483; 7.747; 27.889; 
   38.95; 1; 725; 4.456; 16.851; 0.348; 56.62; 41049.5; 267.492; 1005596.975; 7.748; 27.893; 
   38.97; 1; 725; 4.456; 16.853; 0.348; 56.62; 41049.5; 267.492; 1005864.467; 7.749; 27.896; 
   38.98; 1; 725; 4.456; 16.856; 0.348; 56.62; 41049.5; 267.492; 1006131.959; 7.75; 27.9; 
   39.00; 1; 725; 4.456; 16.858; 0.348; 56.62; 41049.5; 267.492; 1006399.451; 7.751; 27.904; 
   39.02; 1; 725; 4.456; 16.86; 0.348; 56.62; 41049.5; 267.492; 1006666.943; 7.752; 27.907; 
   39.03; 1; 725; 4.456; 16.862; 0.348; 56.62; 41049.5; 267.492; 1006934.435; 7.753; 27.911; 
   39.05; 1; 725; 4.456; 16.865; 0.348; 56.62; 41049.5; 267.492; 1007201.927; 7.754; 27.914; 
   39.07; 1; 725; 4.456; 16.867; 0.348; 56.62; 41049.5; 267.492; 1007469.419; 7.755; 27.918; 
   39.08; 1; 725; 4.456; 16.869; 0.348; 56.62; 41049.5; 267.492; 1007736.911; 7.757; 27.925; 
   39.10; 1; 725; 4.456; 16.871; 0.348; 56.62; 41049.5; 267.492; 1008004.403; 7.758; 27.929; 
   39.12; 1; 725; 4.456; 16.874; 0.348; 56.62; 41049.5; 267.492; 1008271.895; 7.759; 27.932; 
   39.13; 1; 725; 4.456; 16.876; 0.348; 56.62; 41049.5; 267.492; 1008539.387; 7.76; 27.936; 
   39.15; 1; 725; 4.456; 16.878; 0.348; 56.62; 41049.5; 267.492; 1008806.879; 7.761; 27.94; 
   39.17; 1; 725; 4.456; 16.88; 0.348; 56.62; 41049.5; 267.492; 1009074.371; 7.762; 27.943; 
   39.18; 1; 725; 4.456; 16.883; 0.348; 56.62; 41049.5; 267.492; 1009341.863; 7.763; 27.947; 
   39.20; 1; 725; 4.456; 16.885; 0.348; 56.62; 41049.5; 267.492; 1009609.355; 7.764; 27.95; 
   39.22; 1; 725; 4.456; 16.887; 0.348; 56.62; 41049.5; 267.492; 1009876.847; 7.765; 27.954; 
   39.23; 1; 725; 4.456; 16.889; 0.348; 56.62; 41049.5; 267.492; 1010144.339; 7.766; 27.958; 
   39.25; 1; 725; 4.456; 16.891; 0.348; 56.62; 41049.5; 267.492; 1010411.831; 7.767; 27.961; 
   39.27; 1; 725; 4.456; 16.894; 0.348; 56.62; 41049.5; 267.492; 1010679.323; 7.768; 27.965; 
   39.28; 1; 725; 4.456; 16.896; 0.348; 56.62; 41049.5; 267.492; 1010946.815; 7.769; 27.968; 
   39.30; 1; 725; 4.456; 16.898; 0.348; 56.62; 41049.5; 267.492; 1011214.307; 7.77; 27.972; 
   39.32; 1; 725; 4.456; 16.9; 0.347; 56.458; 40932.05; 265.534; 1011479.841; 7.771; 27.976; 
   39.33; 1; 725; 4.456; 16.903; 0.347; 56.458; 40932.05; 265.534; 1011745.375; 7.772; 27.979; 
   39.35; 1; 725; 4.456; 16.905; 0.347; 56.458; 40932.05; 265.534; 1012010.909; 7.773; 27.983; 
   39.37; 1; 725; 4.456; 16.907; 0.347; 56.458; 40932.05; 265.534; 1012276.443; 7.774; 27.986; 
   39.38; 1; 725; 4.456; 16.909; 0.347; 56.458; 40932.05; 265.534; 1012541.977; 7.775; 27.99; 
   39.40; 1; 725; 4.456; 16.911; 0.347; 56.458; 40932.05; 265.534; 1012807.511; 7.776; 27.994; 
   39.42; 1; 725; 4.456; 16.914; 0.347; 56.458; 40932.05; 265.534; 1013073.045; 7.777; 27.997; 
   39.43; 1; 725; 4.456; 16.916; 0.347; 56.458; 40932.05; 265.534; 1013338.579; 7.778; 28.001; 
   39.45; 1; 725; 4.456; 16.918; 0.347; 56.458; 40932.05; 265.534; 1013604.113; 7.779; 28.004; 
   39.47; 1; 725; 4.456; 16.92; 0.347; 56.458; 40932.05; 265.534; 1013869.647; 7.78; 28.008; 
   39.48; 1; 725; 4.456; 16.923; 0.347; 56.458; 40932.05; 265.534; 1014135.181; 7.781; 28.012; 
